calories_kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,vitamin_c_mg,glycemic_index,saturated_fat_g,gluten_free,dairy_free,purine_level,fodmap_score,goitrogen_flag,label_Diabetes,label_Hypertension,label_Heart Disease,label_Obesity,label_Celiac Disease,label_Lactose Intolerance,label_Kidney Disease,label_High Cholesterol,label_PCOS,label_Thyroid Disorder,label_Anemia,label_Gout,label_IBS,label_Liver Disease,label_GERD,label_Osteoporosis,label_Rheumatoid Arthritis,label_NAFLD,label_Gallbladder Disease,label_Crohn's Disease,label_Chronic Pancreatitis,label_Migraine
47.46,4.45,9.14,0.77,4.01,2.1,36.75,207.54,88.48,1.64,73.75,20,0.25,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
41.54,4.98,9.0,0.1,4.12,3.04,10.35,280.7,54.09,2.64,60.24,22,0.07,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
59.68,4.85,3.96,0.54,2.55,3.28,13.07,244.78,61.8,1.88,98.65,28,0.49,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
33.21,2.32,9.67,0.06,2.89,2.89,26.02,232.86,86.99,1.24,78.09,17,0.33,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1
20.83,4.28,3.3,0.86,2.36,2.52,33.83,347.58,48.34,1.88,68.97,24,0.51,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
50.78,4.8,9.36,0.82,4.66,2.6,24.21,257.79,62.62,1.79,72.67,21,0.59,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
48.04,2.58,6.13,0.83,3.96,3.23,43.17,223.64,64.09,2.59,53.23,15,0.04,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
30.96,4.87,9.68,0.35,2.13,2.54,29.61,389.56,48.47,2.53,46.52,21,0.62,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
39.11,3.43,8.38,0.63,3.9,3.35,36.56,349.14,89.56,2.39,95.44,23,0.33,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
32.55,3.91,5.49,0.15,3.79,4.44,29.11,226.45,51.8,1.47,57.99,30,0.93,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1
43.46,3.58,8.32,0.71,2.58,3.41,33.63,275.64,71.04,1.83,51.96,26,0.03,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
47.6,2.95,3.39,0.61,2.72,3.16,14.03,229.43,57.88,1.18,94.65,16,0.4,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1
29.82,4.44,5.4,0.11,3.71,3.74,45.73,248.04,66.63,1.56,44.86,15,0.2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
26.65,4.75,5.29,0.37,4.28,3.02,57.6,347.59,75.85,2.76,42.98,29,0.5,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
28.66,4.62,3.61,0.49,4.07,2.79,41.21,365.88,51.42,2.83,73.21,26,0.76,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
52.47,3.03,6.04,0.85,3.09,4.38,57.05,324.64,84.5,2.61,90.7,28,0.45,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
20.8,2.19,5.71,0.58,3.39,3.86,34.01,332.34,53.15,1.23,75.79,15,0.75,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1
39.3,2.65,9.77,0.72,4.87,3.28,33.76,379.59,71.5,2.41,55.13,16,0.67,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
40.44,3.29,3.38,0.02,3.07,3.0,29.38,227.67,84.29,2.71,96.32,21,0.73,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
50.79,4.93,7.01,0.34,3.95,2.21,54.87,223.88,59.67,2.63,75.84,17,0.19,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
42.22,3.75,4.45,0.85,2.25,3.07,44.02,254.82,89.66,2.48,87.34,23,0.64,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
27.86,2.64,3.29,0.32,3.68,4.57,43.35,287.08,97.19,2.44,95.81,26,0.09,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
41.29,4.46,3.71,0.79,4.43,3.45,12.87,234.92,82.45,2.42,93.9,16,0.73,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
56.9,4.29,7.14,0.19,4.0,3.87,40.12,297.96,71.72,1.67,71.16,24,0.81,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
30.3,4.32,5.7,0.51,4.57,4.25,50.26,227.37,44.18,2.79,63.27,23,0.33,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
49.49,2.11,6.32,0.34,4.76,2.04,37.64,348.13,69.1,1.17,98.35,22,0.18,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1
31.25,3.37,6.33,0.78,4.25,3.37,52.28,222.85,55.32,2.66,62.68,24,0.58,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
24.77,2.11,3.37,0.83,2.35,2.14,31.89,368.8,55.74,1.84,42.4,17,0.86,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
33.85,3.96,5.45,0.62,4.65,2.69,30.21,398.65,92.11,2.13,71.0,27,0.7,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
31.41,3.89,6.19,0.48,4.27,2.85,25.9,384.93,43.37,1.97,94.77,19,0.16,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
22.56,2.95,4.54,0.52,2.31,4.26,55.31,348.69,71.97,2.72,81.7,29,0.68,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
57.3,3.73,3.88,0.58,4.3,3.22,53.99,329.74,93.95,2.25,47.88,16,0.84,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
39.05,4.01,5.82,0.3,3.88,2.46,28.65,241.81,81.75,2.89,99.73,19,0.47,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
25.92,4.95,4.46,0.13,2.61,4.31,31.28,313.08,41.26,1.07,66.75,19,0.3,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1
21.5,3.52,5.82,0.63,3.86,2.36,58.85,237.39,66.72,1.98,88.78,25,0.94,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
31.02,3.0,7.91,0.77,4.79,2.61,49.9,347.71,43.83,1.77,56.97,26,0.95,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
56.74,2.14,5.37,0.41,2.72,3.89,42.02,370.1,84.45,2.09,79.22,16,0.76,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
35.75,3.82,6.11,0.74,2.68,2.18,25.0,294.86,50.08,1.71,64.0,25,0.87,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
43.09,4.02,3.12,0.34,4.39,2.23,24.12,317.06,55.38,2.87,47.86,28,0.04,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
34.73,4.94,5.95,0.5,4.73,4.15,39.1,359.56,91.86,1.91,68.51,26,0.48,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
50.28,4.07,9.05,1.0,3.28,2.33,11.52,345.38,92.44,1.44,49.51,18,0.05,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1
58.87,3.54,5.04,0.47,4.57,2.91,19.63,225.81,57.87,2.56,68.3,21,0.01,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
23.01,3.13,8.74,0.01,3.37,2.99,12.62,290.05,55.28,1.7,82.34,19,0.1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
48.82,2.85,4.29,0.04,2.07,4.32,16.72,293.54,76.35,1.86,41.63,18,0.56,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
24.48,3.83,6.98,0.79,4.96,2.75,35.48,381.77,87.11,1.97,96.72,30,0.96,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
40.36,3.36,4.95,0.96,2.43,3.74,24.13,255.8,64.3,3.0,43.3,19,0.39,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
37.9,4.19,5.5,0.06,2.22,2.35,53.48,294.45,82.77,1.79,55.52,15,0.91,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
20.25,4.43,9.64,0.09,2.48,4.88,36.88,202.84,55.46,1.9,81.57,15,0.21,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
54.69,4.87,4.66,0.88,2.29,2.17,16.46,211.55,90.7,1.12,56.3,22,0.69,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1
40.61,4.97,7.28,0.37,4.32,2.51,29.23,269.39,65.91,2.56,69.05,27,0.51,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
51.87,3.01,7.94,0.19,4.25,2.71,17.18,237.08,50.92,2.03,90.69,30,0.57,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
54.54,2.42,6.98,0.87,3.75,4.15,28.6,218.49,67.47,1.79,92.02,28,0.12,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
43.98,3.65,6.6,0.69,4.51,2.97,54.45,232.13,50.38,1.53,47.17,27,0.05,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
21.97,3.16,5.47,0.32,3.47,2.96,19.61,261.89,98.49,1.82,66.68,28,0.64,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
51.45,3.22,3.02,0.85,3.14,3.49,10.39,298.42,99.19,1.56,63.73,29,0.03,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
53.75,3.38,4.52,0.13,4.86,2.22,19.95,269.56,77.21,2.09,47.54,21,0.72,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
30.85,4.28,8.06,0.01,3.53,2.42,53.31,374.32,65.1,1.89,58.2,30,0.32,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
30.67,3.52,8.44,0.86,4.53,3.08,44.36,262.57,43.65,2.4,40.59,18,0.23,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
27.04,4.6,6.11,0.14,4.59,4.45,59.2,381.95,91.11,1.11,46.26,27,0.61,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1
56.6,2.47,8.26,0.57,2.82,3.42,26.69,315.86,93.34,2.14,77.9,16,0.44,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
21.08,3.35,5.08,0.93,2.37,3.96,12.64,289.23,73.24,1.6,67.3,20,0.71,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
24.25,4.33,8.66,0.77,2.34,3.93,51.72,315.47,78.78,1.92,71.72,21,0.82,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
23.41,4.6,6.49,0.3,2.8,3.3,59.95,244.07,46.19,2.17,69.31,16,0.53,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
38.69,2.32,7.55,0.87,4.48,3.88,13.76,222.48,42.96,1.51,48.14,19,0.13,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
35.47,4.46,9.79,0.45,3.52,3.72,56.62,371.64,50.24,1.87,67.84,22,0.28,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
57.23,2.07,7.88,0.73,4.51,4.92,58.78,213.06,89.31,2.29,78.84,17,0.54,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
30.2,4.3,8.26,0.59,2.64,2.29,13.21,318.54,89.5,2.72,67.82,20,0.93,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
45.64,2.93,6.68,0.07,4.92,3.08,33.89,271.06,80.95,2.32,82.92,26,0.06,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
33.72,4.0,3.72,0.01,2.42,4.15,58.64,396.61,69.64,2.74,84.21,24,0.24,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
36.85,4.52,9.14,0.24,3.65,2.58,15.09,382.22,89.23,2.52,42.93,24,0.61,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
134.23,10.74,22.57,2.05,10.52,3.18,44.13,297.36,64.07,4.84,2.59,37,0.02,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
93.43,11.15,25.65,0.98,8.1,2.79,17.34,256.65,84.11,3.88,3.32,31,0.69,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
152.52,12.2,18.69,2.08,7.83,3.28,32.89,269.35,70.77,3.03,2.31,30,0.58,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
133.28,13.03,24.14,2.5,6.34,3.24,43.29,321.53,78.43,2.94,4.83,28,0.95,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
104.69,13.1,25.07,0.65,9.73,1.14,26.76,253.66,95.27,4.93,1.89,32,0.15,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
135.21,8.1,17.04,2.05,9.56,3.26,18.93,361.99,64.33,4.95,2.17,31,0.91,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
93.88,13.5,20.95,0.78,11.27,1.59,47.63,301.41,76.82,2.67,3.18,29,0.95,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
137.38,8.71,17.45,0.91,6.56,1.43,9.71,355.74,87.73,2.42,1.52,35,0.73,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0
148.8,10.9,16.13,0.71,6.99,1.37,21.47,307.35,53.1,2.16,1.07,37,0.04,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0
121.89,14.02,22.4,2.5,11.95,1.49,36.13,418.57,98.8,4.96,3.75,39,0.89,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
109.25,8.01,26.14,2.45,8.69,2.47,14.8,269.58,74.41,2.3,2.8,35,0.17,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
151.23,12.64,18.29,0.2,7.61,3.74,33.49,430.26,55.43,4.16,1.11,37,0.3,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
122.04,6.86,26.68,2.81,11.88,3.61,12.83,261.55,74.78,4.74,1.71,40,1.0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
104.8,8.39,23.62,2.9,11.49,2.51,40.78,283.94,98.65,4.89,1.65,38,0.52,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
104.92,13.04,17.65,0.78,6.56,2.2,23.85,378.64,82.54,4.72,1.55,31,0.28,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
94.9,6.51,16.56,1.74,11.57,2.49,42.93,361.47,82.52,4.2,1.7,33,0.75,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
125.0,7.15,22.57,0.9,6.21,2.9,43.65,336.19,63.42,4.67,4.25,28,0.6,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
134.1,9.76,16.88,0.28,6.1,3.62,15.64,302.88,84.16,2.96,3.02,33,0.96,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
103.46,12.46,23.64,1.03,6.11,3.07,47.55,408.03,66.12,3.58,1.8,37,0.42,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
140.26,9.98,24.52,0.7,10.88,2.77,14.48,309.18,77.68,4.49,2.66,30,0.74,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
92.04,10.87,15.69,2.1,6.33,3.74,36.59,376.85,66.49,2.39,2.16,30,0.8,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0
121.58,12.47,22.62,1.48,7.15,2.39,16.06,478.71,60.12,4.86,3.13,27,0.64,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
152.91,10.11,16.94,2.79,8.75,1.54,18.61,262.7,68.1,4.56,4.73,34,0.42,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
126.21,6.76,27.8,2.0,7.71,2.76,9.93,491.46,50.49,3.94,1.98,38,0.48,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
158.1,6.04,20.36,0.3,9.05,1.07,23.31,305.17,72.0,4.99,4.2,37,0.24,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
109.69,9.7,18.05,0.06,11.28,3.9,20.37,334.63,40.43,4.04,4.3,34,0.98,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
135.51,12.68,15.41,0.36,9.8,3.7,33.07,283.51,46.95,4.53,1.56,31,0.77,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
123.87,14.08,26.8,0.26,11.62,3.48,40.61,300.23,88.31,4.55,2.16,35,0.18,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
129.72,9.39,27.54,0.82,8.4,3.95,29.14,375.66,55.47,4.1,1.06,26,0.67,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
147.59,6.12,22.05,1.38,8.99,1.22,35.8,375.81,85.91,3.46,1.6,25,0.54,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
150.2,7.92,22.9,0.25,9.86,3.29,31.32,316.56,41.88,2.36,3.49,28,0.5,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
121.85,12.78,16.72,1.64,9.28,1.27,23.81,463.32,91.37,2.3,1.36,32,0.08,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
121.33,6.92,15.21,1.85,11.76,3.71,36.35,274.16,56.45,2.96,4.05,26,0.13,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
150.66,11.34,16.65,1.28,6.97,3.1,39.15,276.45,70.37,4.44,4.74,33,0.36,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
115.11,10.76,22.6,2.39,8.05,3.42,20.24,263.86,73.25,3.76,4.74,30,0.57,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
106.68,13.15,21.32,1.0,6.64,1.72,47.72,326.27,50.13,3.38,2.23,40,0.69,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
151.41,8.61,16.07,0.9,10.03,1.99,17.52,296.11,69.85,2.83,3.92,33,0.71,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
91.48,9.77,25.09,1.02,9.38,1.61,38.39,263.07,91.15,2.59,4.5,38,0.82,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
120.02,7.7,18.66,0.8,9.12,1.7,10.56,280.92,75.0,4.2,2.29,28,0.54,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
108.88,12.32,23.57,2.97,7.59,3.02,7.34,278.41,40.24,5.0,4.21,40,0.6,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
140.93,7.04,22.65,2.0,7.2,3.64,13.77,328.37,77.23,3.92,3.8,30,0.64,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
146.13,10.2,19.7,0.33,11.26,3.35,12.57,378.07,69.24,3.88,4.78,39,0.67,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
102.14,12.52,21.57,2.04,7.22,3.24,49.8,416.41,69.61,4.77,1.06,31,0.37,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
107.83,10.4,20.3,2.96,6.34,1.43,7.38,406.46,43.27,4.51,3.05,30,0.01,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
151.77,11.15,19.31,2.17,9.05,2.5,9.96,347.38,54.46,2.05,2.44,32,0.14,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
100.19,12.28,23.36,2.35,11.62,3.08,12.01,310.86,90.53,2.63,1.29,36,0.0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
152.58,10.7,18.41,2.3,11.56,2.45,19.2,447.24,80.91,4.67,3.77,28,0.35,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
144.1,13.23,16.99,1.1,8.24,1.45,40.93,426.81,51.42,3.1,1.42,38,0.18,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
156.91,6.63,19.61,1.51,8.96,1.01,27.55,345.94,98.32,2.48,2.42,32,0.87,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
152.58,14.28,16.23,1.63,10.44,3.27,32.3,291.7,87.85,4.16,1.34,27,0.89,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
110.1,8.95,16.5,1.17,6.22,3.75,35.29,497.69,92.97,3.42,3.08,29,0.97,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
148.98,10.51,27.76,0.29,7.82,2.91,20.75,482.09,43.94,3.65,3.36,31,0.78,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
133.54,11.46,26.04,1.62,10.82,2.53,7.81,345.99,66.67,2.42,1.41,32,0.97,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
121.66,7.29,20.06,2.86,7.92,3.6,44.66,337.55,45.0,4.17,2.25,35,0.7,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
91.52,11.68,17.13,1.7,9.02,1.04,21.33,400.27,90.92,4.67,2.94,30,0.27,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
109.43,14.4,24.41,1.73,9.89,1.09,32.81,377.38,72.74,3.08,1.33,34,0.67,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
112.08,12.14,26.33,0.71,11.87,2.16,17.03,355.38,45.66,2.38,2.66,30,0.46,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
110.04,8.23,23.39,1.95,10.95,2.25,8.29,318.42,98.8,3.79,3.84,35,0.18,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
90.71,7.34,25.09,1.34,8.69,3.87,46.38,327.8,52.54,4.55,4.62,26,0.47,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
121.88,11.24,19.64,0.49,9.02,3.49,34.88,334.59,96.13,4.74,1.84,37,0.72,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
130.7,14.53,15.7,0.32,7.04,3.07,34.05,473.01,83.97,3.53,4.97,31,0.28,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
